# Phi_st Means
	67	79	40	47	2	12	13	18	30	20	28	19	4	21	17	51	7	56	57	27	49	77	39	1	6	72	23	36	62	45	16	46	61	68	29	14	42	3	31	15	9	11	64	69	35	8	5	74	41	MWI067	MWI075	MWI007	MWI016	MWI025	MWI033	MWI041	MWI049	MWI058	MWI068	MWI076	26	MWI008	MWI017	MWI026	MWI034	MWI042	MWI050	MWI059	MWI069	MWI077	MWI009	MWI018	MWI027	MWI035	MWI043	MWI051	MWI060	MWI070	MWI078	MWI010	MWI019	MWI028	MWI036	MWI044	MWI052	MWI061	MWI071	MWI079	MWI001	MWI011	MWI020	MWI029	MWI045	MWI053	MWI062	MWI072	MWI080	MWI003	MWI014	MWI022	MWI030	MWI038	MWI046	MWI054	MWI063	MWI073	UTSC	MWI004	MWI015	MWI023	MWI031	MWI039	MWI047	MWI055	MWI066	MWI074	MWI005	MWI024	MWI032	MWI040	MWI048	MWI056
3																																							0.00608618	0.00635799	0.00674419	0.00642548	0.00642815	0.00678007	0.00611822	0.00666316	0.00628372	0.00627721	0.00648439	0.00690119	0.00712065	0.00701812	0.00716975	0.00683174	0.00677219	0.00696454	0.00661773	0.00710686	0.00683904	0.00688669	0.00712939	0.00696057	0.00714172	0.00676973	0.00665864	0.00614728	0.00639051	0.00679127	0.00707256	0.00683375	0.00633006	0.00712019	0.00710215	0.00665549	0.00666452	0.00660051	0.00695498	0.00709468	0.00713081	0.00720632	0.00693531	0.00691725	0.00710723	0.00695078	0.00683114	0.00737228	0.00694223	0.00726793	0.00661562	0.00701316	0.00614159	0.00708931	0.00671495	0.00616233	0.00706683	0.00722238	0.00680017	0.00705	0.00712625	0.00702234	0.00710025	0.00709993	0.00714276	0.00623919	0.00704675	0.00711507	0.00665125	0.00625585	0.00686992	0.0070364	0.00645553	0.00710242	0.00718306	0.00660202	0.00607024	0.006544	0.0069586	0.00693915	0.00701422	0.00698758	0.00687173	0.00648501
31																																								0.00595467	0.00573099	0.00577709	0.00551756	0.00568644	0.00571431	0.00608734	0.0055514	0.00597338	0.00565011	0.00562426	0.00557525	0.00569808	0.00576011	0.00554297	0.00547943	0.0055067	0.00545142	0.005802	0.00533263	0.00568253	0.0056197	0.00558885	0.00566248	0.00532365	0.0052723	0.00516119	0.0053673	0.00530192	0.00562577	0.005619	0.00534046	0.00572617	0.00558711	0.00530451	0.00548348	0.00547857	0.00558339	0.00557089	0.00576394	0.00587928	0.00542393	0.0057081	0.00566925	0.00554634	0.00558432	0.00582914	0.00559344	0.00566752	0.00535722	0.00560094	0.00514738	0.00552335	0.00560894	0.00522253	0.00558305	0.00574002	0.00552	0.00552425	0.00557127	0.00547867	0.00563378	0.00575204	0.00585785	0.00520202	0.00566798	0.00562628	0.00539347	0.00515004	0.00559126	0.00561956	0.00534037	0.0056691	0.00540354	0.00532065	0.00497682	0.00539723	0.00551031	0.00541212	0.00552853	0.00547789	0.00545369	0.00529717
15																																									0.00636317	0.00629708	0.00614207	0.0064869	0.00608924	0.00644659	0.00607776	0.00621709	0.00623449	0.00654495	0.00661503	0.00657544	0.00670283	0.0063994	0.00655929	0.00641283	0.00592631	0.00663035	0.00633007	0.00640547	0.00665052	0.00666023	0.00672914	0.00627382	0.00596755	0.00567438	0.00577087	0.00631356	0.00668275	0.00606439	0.00569298	0.00670871	0.00657071	0.00596826	0.00599311	0.00599151	0.00663204	0.00653343	0.00664768	0.00675599	0.00632635	0.00637824	0.00655699	0.00656457	0.00642592	0.0067649	0.00646724	0.00669167	0.00597108	0.00636297	0.0056847	0.00655998	0.00630315	0.00556202	0.00647515	0.00666526	0.00629135	0.0065512	0.00665107	0.00628325	0.00653599	0.00651922	0.00671855	0.00565251	0.00657988	0.0065609	0.00640476	0.00561776	0.00652663	0.00659857	0.00617219	0.00663883	0.00671171	0.00594581	0.00555228	0.00620138	0.00642461	0.00640346	0.0064791	0.0064778	0.00649231	0.00588122
9																																										0.00647515	0.00627713	0.00657136	0.0063871	0.00669948	0.00583305	0.00652495	0.00657754	0.00678202	0.00708638	0.00706019	0.00719412	0.00704456	0.00698921	0.00705658	0.0070688	0.00722532	0.00682686	0.00707137	0.00689568	0.00716109	0.00735127	0.00692111	0.00694876	0.00684842	0.00690595	0.006949	0.00706308	0.00689509	0.00693894	0.0072072	0.00713577	0.00690305	0.00708749	0.0068744	0.00709592	0.00713453	0.00720112	0.00728772	0.00690195	0.00728161	0.00705258	0.00712424	0.00726219	0.00697588	0.00709511	0.00727879	0.00693727	0.00719356	0.0065693	0.00683353	0.00694676	0.00639388	0.00710694	0.00723975	0.00715072	0.00717451	0.00691625	0.00705116	0.00731172	0.00721101	0.00729194	0.00667533	0.00715985	0.00726097	0.00705446	0.00654934	0.00707876	0.00712014	0.0068076	0.00739747	0.00697219	0.00682701	0.00646424	0.00690428	0.00706429	0.0069613	0.00716935	0.00687863	0.0069125	0.00685307
11																																											0.00622366	0.00643656	0.00608775	0.00658931	0.0058624	0.00637283	0.00640928	0.00668722	0.00659822	0.00651279	0.00672647	0.00668346	0.0064421	0.00649647	0.00647637	0.0065914	0.00656865	0.00660357	0.0065939	0.00673675	0.0067624	0.00644853	0.00646221	0.00609231	0.00608299	0.00665683	0.00658997	0.00654963	0.0061994	0.00669622	0.00668543	0.00626431	0.00644038	0.00638333	0.00674663	0.00663986	0.00656505	0.00666673	0.00649873	0.00666025	0.00670965	0.00655681	0.00658461	0.00674941	0.00647514	0.00667946	0.00619507	0.0065901	0.00602736	0.00655521	0.00660926	0.00599763	0.00656221	0.00688697	0.00661094	0.00657004	0.00672768	0.00658009	0.00656836	0.0066572	0.0067615	0.00596124	0.00661343	0.00666309	0.00654796	0.00573091	0.00658318	0.00659334	0.00651151	0.00684624	0.00655516	0.00622854	0.00599521	0.00644855	0.00657884	0.00663577	0.00675659	0.00652373	0.00645773	0.00634594
64																																												0.00622457	0.00607574	0.00660884	0.00562687	0.00644721	0.00620421	0.00637218	0.00628945	0.00631289	0.00660595	0.00631204	0.00627398	0.00631618	0.00634929	0.00656824	0.00632209	0.00659735	0.00641342	0.00634887	0.00650225	0.00610055	0.00621728	0.00604106	0.0061899	0.00626338	0.00647935	0.00632143	0.00630121	0.00646823	0.0063523	0.00634245	0.00637893	0.00634126	0.0063166	0.00643053	0.00651836	0.0064309	0.00631458	0.00672155	0.00638054	0.00639599	0.00641974	0.00646137	0.00629973	0.00666348	0.00613209	0.00642977	0.00582203	0.00640738	0.00624032	0.00611633	0.00638577	0.00652884	0.0063444	0.00642717	0.00638122	0.00651549	0.00633556	0.00649201	0.00655919	0.00598265	0.00643911	0.00649448	0.00622194	0.00609891	0.00639904	0.00623975	0.00628581	0.00643733	0.00645005	0.00609641	0.00598341	0.00624917	0.00623642	0.00622656	0.00654858	0.00642974	0.00621662	0.00631258
69																																													0.00632878	0.00686427	0.00562179	0.00676936	0.00656114	0.00716024	0.00726865	0.00730669	0.00755979	0.00746157	0.00736985	0.00724826	0.00745864	0.00725449	0.0073176	0.00745051	0.00734286	0.00723958	0.00758991	0.00720466	0.00720572	0.00699876	0.00691724	0.00740368	0.00733166	0.0074011	0.00739857	0.0074447	0.00708503	0.00733793	0.0075663	0.00720784	0.00717159	0.00746323	0.00722438	0.00734161	0.00715042	0.00760087	0.00740937	0.00747286	0.00744508	0.00724794	0.0071745	0.00739943	0.00733407	0.00737077	0.00692718	0.0072171	0.00725532	0.00693308	0.00736505	0.00746973	0.00747406	0.00742117	0.00735678	0.00762957	0.00743728	0.00740867	0.00745419	0.00713623	0.00749229	0.00736972	0.00735421	0.00714959	0.00740124	0.00719385	0.00705716	0.00740374	0.00732942	0.00722664	0.00682235	0.00753569	0.0073143	0.00709159	0.00743482	0.00706911	0.00726442	0.00710727
35																																														0.00639885	0.00589796	0.00614119	0.00635511	0.00621252	0.00628451	0.0062352	0.00654948	0.00627003	0.00635618	0.0064234	0.00610982	0.00639757	0.00623644	0.00631717	0.00647221	0.00633155	0.00658488	0.00616356	0.00595632	0.00584248	0.00600303	0.00609286	0.00642427	0.00608676	0.00588581	0.00650722	0.00638849	0.00601179	0.00604637	0.00605064	0.00638476	0.00641152	0.00646009	0.00645226	0.00619543	0.00613535	0.00645191	0.00636176	0.00628455	0.00663154	0.0064216	0.00663386	0.00584754	0.00631693	0.00566493	0.00636573	0.00627607	0.00563472	0.00648001	0.00656573	0.00634033	0.00628386	0.00664935	0.00612067	0.00626265	0.00644542	0.00648265	0.00573828	0.00637531	0.00634587	0.00616189	0.0056552	0.00619612	0.00630249	0.00601009	0.00635111	0.00656958	0.00610611	0.00556954	0.00593652	0.00626083	0.00638335	0.00638866	0.00644929	0.00612578	0.00587385
8																																															0.0062015	0.00679758	0.00684355	0.00727102	0.00723361	0.00716816	0.00738554	0.00708263	0.00708051	0.007153	0.00700102	0.00712593	0.00698324	0.00725262	0.00723322	0.00702631	0.00752987	0.00687213	0.00685464	0.00672451	0.00668082	0.00700793	0.00730946	0.00699699	0.00681434	0.00728418	0.00716685	0.00680136	0.00701143	0.00675824	0.00732848	0.00709715	0.00725092	0.00745145	0.0071572	0.00711605	0.00731517	0.00726958	0.00699191	0.00733883	0.00730857	0.00736544	0.00682136	0.00710259	0.00664052	0.00694174	0.00712352	0.006505	0.00736685	0.00730305	0.00689221	0.00746832	0.00724026	0.00702331	0.00729881	0.00741745	0.00745966	0.00634346	0.00727024	0.00736644	0.00710776	0.00658951	0.00709509	0.00724021	0.00678688	0.00728527	0.00717984	0.00689443	0.0065621	0.00676804	0.00693189	0.00715279	0.00729266	0.00711864	0.00726636	0.00654259
5																																																0.00609205	0.00586	0.00547111	0.00555706	0.00554161	0.00586604	0.00563558	0.00538686	0.00549582	0.00547979	0.0057344	0.00559261	0.00565314	0.00557916	0.00558701	0.00575423	0.0054113	0.00546811	0.00535968	0.00537445	0.00548737	0.00571674	0.00565354	0.00541654	0.00558487	0.00568614	0.00519785	0.00552397	0.00551743	0.0055457	0.00570408	0.0057481	0.00565932	0.00543499	0.00571127	0.00560301	0.00558471	0.00565619	0.0057404	0.00549752	0.00579794	0.00534751	0.00558903	0.00518969	0.00553516	0.00557368	0.00519943	0.00553966	0.00572587	0.00564838	0.00552962	0.0057153	0.00564357	0.00577266	0.0055869	0.00580839	0.0051746	0.00558054	0.00577755	0.00556564	0.00512416	0.0056418	0.00550973	0.00543462	0.00567928	0.00568091	0.00534419	0.0051663	0.00551503	0.00561459	0.0054086	0.00573462	0.00560257	0.00548963	0.00545765
74																																																	0.00649091	0.00705432	0.00699736	0.00682331	0.00700575	0.00697204	0.00684113	0.00677606	0.00666367	0.00712245	0.00709121	0.00698141	0.00711559	0.00701845	0.00713485	0.00669593	0.00661521	0.00655864	0.00651149	0.0067574	0.00706716	0.0068457	0.00636641	0.00725292	0.00685742	0.00661741	0.00675254	0.00667044	0.00686904	0.00689401	0.00719447	0.00726538	0.0068462	0.00702052	0.00716495	0.00704006	0.00704721	0.00717179	0.00687866	0.00703439	0.0066189	0.00687785	0.00639253	0.00719886	0.00697825	0.00604129	0.00718425	0.00730061	0.00693371	0.00683725	0.00723056	0.00686682	0.00703279	0.00708816	0.00704748	0.00638033	0.00714173	0.00700452	0.00698835	0.00658361	0.00679273	0.00716784	0.00656086	0.00725587	0.00709997	0.00653535	0.00614088	0.0065857	0.00695678	0.00696271	0.00713441	0.00698597	0.00691341	0.00662491
41																																																		0.00681514	0.00704396	0.00717502	0.00726322	0.00713565	0.00701689	0.00698398	0.00697919	0.00716585	0.00711917	0.00704214	0.00711769	0.00709849	0.00737214	0.00682798	0.00697551	0.0067837	0.00684155	0.00707726	0.0071487	0.00699474	0.00702652	0.00721296	0.00700917	0.00698169	0.0072503	0.00692984	0.00706432	0.00693672	0.00726533	0.00731831	0.00726784	0.00753249	0.00730691	0.00720751	0.00722927	0.00737103	0.00699312	0.00737587	0.00699121	0.00710667	0.0067236	0.00735134	0.00696855	0.006643	0.00715481	0.00732529	0.00720656	0.0072245	0.00731877	0.0073328	0.00737986	0.00731276	0.00730029	0.00673718	0.00714204	0.00706787	0.00697861	0.00686185	0.00721448	0.00710254	0.00678355	0.0073724	0.00691877	0.00688871	0.00676717	0.00687747	0.00714273	0.00692116	0.00730329	0.00699106	0.00700789	0.00698578
MWI067																																																			0.00808625	0.00832356	0.00873048	0.00851787	0.00856921	0.00826421	0.00817227	0.00853162	0.00827002	0.00852519	0.00848234	0.00843572	0.00845357	0.00822046	0.00817417	0.00814308	0.00841636	0.00854513	0.00860307	0.00853384	0.0084184	0.00810105	0.00812014	0.00823413	0.00877865	0.00819058	0.00823732	0.00852658	0.00834226	0.0085578	0.0083536	0.00876638	0.00834942	0.00851561	0.00870002	0.00810176	0.00834548	0.00866306	0.00862488	0.00867554	0.00808939	0.00845718	0.00809886	0.00788287	0.00826454	0.00858092	0.00882701	0.00865947	0.00835326	0.00868604	0.00849459	0.00856942	0.00843798	0.00813876	0.00845988	0.00851264	0.00858067	0.00799288	0.0086947	0.00841851	0.00827997	0.00862483	0.00860172	0.00861003	0.00806878	0.00836264	0.00867952	0.00822572	0.00830044	0.00830697	0.00819541	0.00831722
MWI075																																																				0.0083139	0.00890808	0.00850988	0.0085242	0.00846072	0.00804612	0.00852223	0.00841556	0.00859143	0.00862505	0.00832216	0.00866672	0.00818919	0.00865115	0.0081297	0.00842882	0.00876143	0.00851596	0.00845518	0.00834964	0.00821806	0.00814144	0.00853315	0.00872113	0.00879583	0.00832246	0.00848527	0.00828184	0.00859038	0.0086848	0.00879319	0.00823985	0.00846674	0.00876068	0.0081858	0.0085004	0.00866244	0.00853988	0.00864599	0.00831711	0.00835645	0.00821607	0.00802867	0.0084682	0.00857761	0.00888779	0.00854396	0.00862595	0.00839595	0.00856708	0.00858999	0.00856183	0.00798504	0.00841182	0.00856495	0.00862109	0.00813424	0.00852376	0.00819949	0.00827295	0.00865023	0.00867362	0.00856398	0.00809577	0.00838751	0.0083737	0.00822177	0.00875978	0.0085133	0.00831327	0.00819427
MWI007																																																					0.0085245	0.00862807	0.00852131	0.00820709	0.00837076	0.00819251	0.00858938	0.00829489	0.00847592	0.00847667	0.00841041	0.00814767	0.00837652	0.00801315	0.0084545	0.00838792	0.00848998	0.00809095	0.00816161	0.00823354	0.00800923	0.00808744	0.00862322	0.00806966	0.00825985	0.00827744	0.00825	0.00851573	0.00850943	0.00857808	0.00843089	0.00827874	0.00867452	0.00807704	0.00831689	0.00853958	0.00857318	0.00843145	0.00824284	0.00823186	0.00805426	0.00803621	0.00799805	0.00837333	0.00870543	0.00837561	0.00817778	0.0083529	0.00851181	0.00827658	0.0083874	0.0081361	0.00861878	0.00845977	0.00826669	0.00820646	0.00791197	0.00822827	0.00851098	0.00864758	0.00846216	0.00858471	0.00832714	0.00849306	0.00827028	0.00801578	0.00837889	0.00838199	0.00826321	0.00834908
MWI016																																																						0.00879231	0.00870884	0.00862727	0.00860703	0.00877068	0.00886437	0.00888259	0.00855313	0.00857219	0.00885437	0.00828126	0.00883927	0.00841507	0.00854944	0.00885433	0.00885883	0.00860711	0.00865906	0.00859159	0.00820568	0.00843622	0.00904889	0.0087795	0.00876724	0.00867215	0.00869084	0.00875126	0.00863521	0.00899581	0.00874143	0.00871847	0.00874824	0.00823684	0.00870078	0.00884518	0.00880686	0.00881696	0.00862889	0.0088365	0.00836026	0.00828255	0.00856414	0.00886778	0.00896118	0.00868954	0.00866479	0.00898526	0.00872358	0.00873185	0.00866528	0.0085677	0.00892126	0.0088286	0.00883542	0.00833157	0.00841077	0.00873643	0.00876568	0.00876109	0.00876562	0.00879906	0.0084539	0.00873037	0.00872024	0.00843045	0.00871368	0.00863407	0.00873557	0.00880559
MWI025																																																							0.00891936	0.00839357	0.00838346	0.00850728	0.00840676	0.00851322	0.00852715	0.0083738	0.00862069	0.00827298	0.00842373	0.00824009	0.00853361	0.00849594	0.00867279	0.00841487	0.00817338	0.00838095	0.00797265	0.00861305	0.00879083	0.00885469	0.00859873	0.00856721	0.00831696	0.00855062	0.00839544	0.00876121	0.00834568	0.00863679	0.00863706	0.00816858	0.00855767	0.00861621	0.00863104	0.00888569	0.0080944	0.0086295	0.00802026	0.00787005	0.00823227	0.00877492	0.00860932	0.00864916	0.00847138	0.00876562	0.00850657	0.00881058	0.00852412	0.00826347	0.00871028	0.00856823	0.00837715	0.00803183	0.00865067	0.00872555	0.0084146	0.00876015	0.0086317	0.00905087	0.0081676	0.00856085	0.00865487	0.00817755	0.00841718	0.00831224	0.00832463	0.00827769
MWI033																																																								0.00837765	0.00822807	0.00845393	0.00901168	0.00858956	0.00844515	0.00851588	0.00865471	0.00825654	0.00829757	0.0080676	0.0085372	0.00876971	0.00874213	0.00835478	0.00808908	0.00811389	0.00803644	0.00844699	0.00909846	0.00843634	0.00832405	0.00839657	0.008493	0.00891843	0.00863083	0.00890338	0.00864656	0.00866364	0.00868197	0.00817497	0.00862521	0.00858049	0.00850158	0.00862811	0.00822675	0.00853787	0.00816092	0.00814986	0.00813872	0.00845173	0.00865651	0.00866999	0.00868616	0.00857716	0.0085312	0.0086794	0.00878604	0.00805604	0.00854813	0.00845452	0.00864301	0.00822674	0.00851546	0.00820754	0.00832279	0.00877926	0.00844255	0.00895659	0.00809493	0.00851211	0.00865596	0.00830003	0.00885828	0.00830092	0.00826952	0.00833974
MWI041																																																									0.00832523	0.0081207	0.00845132	0.00850655	0.0085935	0.00827047	0.00858219	0.00808014	0.00829157	0.00798034	0.00831984	0.00856851	0.00865006	0.00832462	0.00831796	0.00812985	0.00792406	0.0086475	0.00932415	0.00852345	0.00843357	0.00844266	0.00811749	0.00844041	0.00832385	0.00863624	0.00813328	0.00847721	0.0084512	0.00811341	0.00811574	0.00857095	0.00812039	0.00871337	0.00799457	0.00842802	0.00796462	0.00802992	0.00809589	0.00845937	0.00872657	0.00823269	0.00827423	0.00862464	0.0083961	0.00851759	0.00842081	0.00832941	0.00871925	0.00848677	0.0084306	0.0081785	0.0083752	0.00843129	0.00837181	0.00862317	0.00851081	0.0087321	0.0082471	0.00846169	0.00833633	0.00829756	0.00831329	0.00817993	0.00820064	0.00809078
MWI049																																																										0.008271	0.00799613	0.00829559	0.00861276	0.00858886	0.00831189	0.00834528	0.00839706	0.00789454	0.00810781	0.00858774	0.00836962	0.00834074	0.00795466	0.00822187	0.0081056	0.00811322	0.00864896	0.0081097	0.00809016	0.00856548	0.0083741	0.00856576	0.00832015	0.00855592	0.0083846	0.0083802	0.00853515	0.00798273	0.00837819	0.0086345	0.00823375	0.00844199	0.00808073	0.00832638	0.00813322	0.0076736	0.0081993	0.00851339	0.00871668	0.00825377	0.00860154	0.00860733	0.00849837	0.00844488	0.0083817	0.00798027	0.0085125	0.00849747	0.00828951	0.00786226	0.00820204	0.00842209	0.00854767	0.00865961	0.00846249	0.00864003	0.00808939	0.00860767	0.00844592	0.0082029	0.0086345	0.00840028	0.00799223	0.00807899
MWI058																																																											0.00872016	0.0084433	0.00866951	0.00824022	0.00891977	0.00850325	0.00836229	0.0081287	0.00831318	0.00876852	0.00851153	0.00843524	0.00859413	0.00837251	0.00805354	0.00850972	0.00879332	0.00827942	0.00873541	0.0085384	0.00825365	0.00862934	0.00869007	0.00848051	0.00864804	0.00860183	0.00871118	0.008194	0.00841862	0.00867654	0.00854664	0.00846942	0.00800955	0.00831529	0.0081637	0.007911	0.00844212	0.00840115	0.00862027	0.00868123	0.00848425	0.00867975	0.00845349	0.00858225	0.00848413	0.00824839	0.00828423	0.00863922	0.00860788	0.00839698	0.00833775	0.00845685	0.00839961	0.0085768	0.00859018	0.00853608	0.00812257	0.00863155	0.00838801	0.00839623	0.00845081	0.00839456	0.00836823	0.00810902
MWI068																																																												0.00858319	0.00832119	0.00850242	0.00851404	0.00834859	0.00850945	0.00818152	0.00823805	0.00881032	0.0086949	0.00862601	0.00842088	0.0084502	0.0082391	0.00855802	0.00904605	0.00847422	0.00843424	0.00842092	0.00839208	0.00848416	0.00849604	0.0090127	0.00839622	0.00851726	0.00865451	0.00799665	0.00856325	0.00859282	0.0085099	0.00872463	0.00822948	0.00833311	0.00835203	0.00777138	0.00842697	0.00854378	0.00878206	0.00850757	0.00856762	0.00881772	0.00861117	0.00869641	0.00842405	0.00819647	0.00878544	0.00852554	0.00857702	0.00819706	0.00846651	0.00859163	0.00845878	0.00870194	0.00885185	0.0084479	0.00813772	0.00858748	0.00837198	0.00822623	0.00875502	0.00843443	0.00835052	0.0084566
MWI076																																																													0.00826682	0.0087658	0.00883844	0.00825124	0.00857768	0.00824292	0.00851375	0.00868391	0.00867619	0.00855713	0.00843052	0.00835709	0.0081989	0.00861696	0.00929423	0.00863078	0.00856499	0.00864903	0.00837398	0.00878156	0.00890046	0.0088088	0.00864721	0.00861703	0.00864637	0.00830385	0.0088037	0.00870656	0.00835093	0.00860902	0.00828805	0.00859784	0.00807368	0.00827873	0.00839591	0.0087119	0.00864266	0.00856583	0.00861042	0.00866859	0.00855136	0.00878365	0.00841284	0.00835507	0.00864574	0.00849318	0.00830234	0.00830233	0.00849722	0.00833456	0.00824346	0.0087488	0.0086131	0.00891419	0.00844531	0.00849455	0.00871311	0.00836473	0.00858642	0.00846627	0.00836164	0.00830539
26																																																														0.00837852	0.00858736	0.00823521	0.00842992	0.00847547	0.00839805	0.00871874	0.00859878	0.00855931	0.00841072	0.00855399	0.0083169	0.00838198	0.00883092	0.00829441	0.00839652	0.0084787	0.00849429	0.00849139	0.00843221	0.00900793	0.00846102	0.00840924	0.00890219	0.00818143	0.00863851	0.00888132	0.00839101	0.0084635	0.00832599	0.00858335	0.00815286	0.00787688	0.00830181	0.00870458	0.00869811	0.00878147	0.00843573	0.00871284	0.00849075	0.00870939	0.0087482	0.00828527	0.0084192	0.0086391	0.00819989	0.0083872	0.00836398	0.00868497	0.00856044	0.00865784	0.00865764	0.00866151	0.00828959	0.00836067	0.00846605	0.0082657	0.00871474	0.00857912	0.00836499	0.00838022
MWI008																																																															0.00870319	0.00803742	0.00867202	0.00845385	0.00814281	0.00864366	0.00838199	0.00840406	0.00842754	0.00834578	0.0082112	0.00836438	0.00894247	0.00852301	0.00837455	0.00847355	0.00829766	0.00875668	0.00844451	0.00890064	0.00857596	0.00874685	0.00861361	0.0080761	0.00844542	0.00852705	0.00856451	0.00848058	0.00821249	0.0083143	0.00813846	0.0080691	0.00827398	0.00865721	0.00863944	0.00864695	0.00860626	0.00858068	0.00868219	0.00879609	0.00849367	0.00818492	0.00838668	0.00824168	0.00868866	0.00820156	0.00808342	0.00862135	0.00848595	0.00857622	0.00872899	0.00853454	0.00840458	0.00857614	0.00849106	0.00821978	0.0086558	0.00840638	0.00826827	0.00861801
MWI017																																																																0.00821228	0.00852073	0.00820325	0.00852316	0.0084509	0.00874534	0.00868242	0.00840397	0.00833946	0.00837305	0.00846286	0.00904082	0.00868736	0.00849725	0.00844688	0.00844273	0.00883413	0.00871694	0.0090276	0.0085607	0.00847485	0.00872277	0.00823854	0.00846264	0.00876636	0.00860096	0.00873617	0.00831239	0.00870708	0.00806351	0.00794886	0.00841108	0.00879231	0.00879204	0.00866795	0.00879751	0.00880707	0.008588	0.00865649	0.00855696	0.00826164	0.00877632	0.00855678	0.00856102	0.00824908	0.00865886	0.00856678	0.00861279	0.00878474	0.00872081	0.00885486	0.00838123	0.00885793	0.00847206	0.00854231	0.00860024	0.00848966	0.0084048	0.00837404
MWI026																																																																	0.00827895	0.00816841	0.00828466	0.00812405	0.00834695	0.00813086	0.00826368	0.00798222	0.007943	0.00830937	0.00873378	0.00820968	0.00840066	0.00824352	0.00812943	0.0085787	0.00839133	0.00872683	0.00818649	0.00815163	0.00827191	0.00793385	0.00828218	0.0083168	0.0083504	0.0082655	0.00826378	0.00821608	0.00794357	0.00807916	0.00807681	0.00841226	0.00845602	0.00834068	0.0081024	0.00830652	0.00826666	0.00866586	0.00824137	0.00785985	0.00824692	0.00807393	0.0083009	0.00815221	0.00817384	0.00842292	0.00823429	0.00833705	0.00837464	0.00846002	0.00825663	0.00835706	0.00815857	0.00810812	0.00844909	0.00824945	0.00793791	0.00803455
MWI034																																																																		0.00818443	0.00856524	0.00868523	0.00859597	0.0086729	0.00837072	0.00847757	0.00815772	0.00843199	0.0089023	0.00821605	0.00865916	0.0086748	0.00824998	0.00897447	0.00841156	0.00886279	0.0083646	0.00862686	0.00856843	0.00784872	0.00836812	0.00853514	0.00853812	0.00877057	0.00843915	0.00849055	0.00836274	0.00813583	0.00843059	0.00872165	0.00892444	0.00848398	0.00846372	0.00864888	0.00868521	0.00854782	0.00858773	0.00816001	0.00854546	0.00850284	0.00851382	0.00829523	0.00867804	0.00877464	0.00855402	0.00890664	0.00872457	0.0088402	0.00827861	0.00862023	0.00820815	0.00825329	0.00865192	0.00868315	0.008489	0.00834578
MWI042																																																																			0.00797695	0.00826778	0.00847247	0.00830556	0.00814134	0.00817556	0.00774554	0.00803636	0.00875353	0.00833214	0.00797187	0.00813334	0.00830197	0.00851067	0.00828603	0.00878357	0.00820827	0.00812082	0.00836604	0.00778912	0.00831411	0.0083439	0.00812763	0.00866638	0.00815651	0.00861028	0.00792588	0.00766283	0.00791669	0.00845183	0.00860015	0.00818502	0.00851223	0.00868579	0.0083362	0.00867089	0.00838144	0.00803538	0.00826537	0.008157	0.0081933	0.00788944	0.00829281	0.00825413	0.00821764	0.00849052	0.00831609	0.00856788	0.00787461	0.00842815	0.00843788	0.00797443	0.00844711	0.00799649	0.00801923	0.00805392
MWI050																																																																				0.00836507	0.00840525	0.00822065	0.00812347	0.00832574	0.00815489	0.00843427	0.00855356	0.00833998	0.00830265	0.00838191	0.0082382	0.00834542	0.00863967	0.0085689	0.00834929	0.00848805	0.00873983	0.00787139	0.00825238	0.00833923	0.00814146	0.00831471	0.0081068	0.0082409	0.00816864	0.00768946	0.00831113	0.00874483	0.00867387	0.0082165	0.00870253	0.00848998	0.00854701	0.00848866	0.00830254	0.00834299	0.00840449	0.00818004	0.00836322	0.00809135	0.00848242	0.00831429	0.00817194	0.0084389	0.00850523	0.00865033	0.00778115	0.0083193	0.00840001	0.00804858	0.00851709	0.00815613	0.00828098	0.00799217
MWI059																																																																					0.00878546	0.00844665	0.00845257	0.00846134	0.00803691	0.00856328	0.00909377	0.00869191	0.00844722	0.00858952	0.00845492	0.00888376	0.00832554	0.00862455	0.00855224	0.00845807	0.00881189	0.00819807	0.00866909	0.00885731	0.00853421	0.00904614	0.00854867	0.00878719	0.00834608	0.00826282	0.00837994	0.00881276	0.0089081	0.00854636	0.00862107	0.00884458	0.00844851	0.00854961	0.00861681	0.0083708	0.00888517	0.00843792	0.00860701	0.00809507	0.00851406	0.00867214	0.00840896	0.00884981	0.00862062	0.00882766	0.00849321	0.00869667	0.00871256	0.00835153	0.00894338	0.0086638	0.0084924	0.00856991
MWI069																																																																						0.00852635	0.00869683	0.00861256	0.00822935	0.0082894	0.00882335	0.00852025	0.00868787	0.0085381	0.00848057	0.00846788	0.0082752	0.00887005	0.00821505	0.00845878	0.00868231	0.00803481	0.0086456	0.00878282	0.00856342	0.00873993	0.00849279	0.00841697	0.00829099	0.00792184	0.00845101	0.00877752	0.00866803	0.00843688	0.00858796	0.00878491	0.0085858	0.00850592	0.00859486	0.00822646	0.00868828	0.00853059	0.00879843	0.00820483	0.00820427	0.00844407	0.00876436	0.00874764	0.00852574	0.00866897	0.00815222	0.00845624	0.00840056	0.00830384	0.00880323	0.00857383	0.00821063	0.00849008
